i,j,b,d,g,f,m,s,EDGE,w,r,intended
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m
