i,j,b,d,g,f,m,s,EDGE,w,r,intended
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f
0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f
0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f
0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f
0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f
0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f
0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f
0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f
0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f
0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f
0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f
0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f
0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f
0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f
0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f
0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f
0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f
1,1,2.7835427246452945e-05,1.8304891130576356e-09,1.3309406754558887e-07,0.47538594503139936,1.2299509303838839e-05,5.4118808559964879e-11,0.0,0.0,0.0,f
