f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
f,f,f,f,g,g,g,g,g,g,g,g,b,b,b,b,b,b,b,b,b,b,b,b
f,f,f,f,g,g,g,g,g,g,g,g,b,b,b,b,b,b,b,b,b,b,b,b
f,f,f,f,g,g,g,g,g,g,g,g,b,b,b,b,b,b,b,b,b,b,b,b
f,f,f,f,g,g,g,g,g,g,g,g,b,b,b,b,b,b,b,b,b,b,b,f
f,f,f,f,g,g,g,g,g,g,g,g,g,g,g,g,b,b,b,f,f,f,f,f
f,f,f,f,r,r,g,g,r,r,r,r,r,r,r,r,b,b,b,r,r,r,r,r
f,f,f,f,g,g,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d
f,f,f,f,g,g,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d
f,f,f,f,f,f,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d
f,f,f,f,f,f,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d
f,f,f,f,f,f,d,d,d,g,g,g,g,g,g,g,g,g,g,g,g,g,d,d
f,f,f,f,f,f,d,d,d,f,f,g,b,b,b,b,b,b,b,g,f,f,d,d
f,f,f,f,f,f,d,d,d,f,f,g,b,b,b,b,b,b,b,g,f,f,d,d
f,f,f,f,f,f,d,d,d,f,f,g,b,b,b,b,b,b,b,g,f,f,d,d
f,f,f,f,f,f,d,d,d,f,f,g,b,b,b,b,b,b,b,g,f,f,d,d
f,f,f,f,f,f,d,d,d,d,d,d,d,d,d,d,d,d,d,d,g,g,d,d
f,f,f,f,f,f,d,d,d,d,d,d,d,d,d,d,d,d,d,d,g,g,d,d
f,f,f,f,f,f,d,d,d,d,d,d,d,d,d,d,d,d,d,d,g,g,d,d
f,f,f,f,f,f,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,d,d
f,f,f,f,f,f,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,d,d
f,f,f,f,f,f,g,g,g,g,g,g,g,f,f,b,b,b,b,b,f,f,d,d
f,f,f,f,f,f,g,g,g,g,g,g,g,f,f,b,b,b,b,b,f,f,d,d
f,f,f,f,f,f,g,g,g,g,g,g,g,f,f,b,b,b,b,b,f,f,d,d
f,f,f,f,f,f,g,g,g,g,g,g,g,f,f,b,b,b,b,b,f,f,d,d
f,f,f,f,f,f,g,g,g,g,g,g,g,g,d,d,d,d,d,d,d,d,d,d
f,f,f,f,f,f,g,g,g,g,g,g,g,g,d,d,d,d,d,d,d,d,d,d
f,f,f,f,f,f,g,g,b,b,b,b,b,g,d,d,d,d,d,d,d,d,d,d
f,f,f,f,f,f,g,g,b,b,b,b,b,g,g,g,g,g,g,g,g,g,d,d
f,f,f,f,f,f,g,g,b,b,b,b,b,g,g,g,g,g,g,g,g,g,d,d
f,f,f,f,f,f,g,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d
f,f,f,f,f,f,g,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d
f,f,f,f,f,f,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,d,d,d
f,f,f,f,f,f,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,d,d,d
f,f,f,f,f,f,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,d,d,d
f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,g,d,d,d
f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,g,d,d,d
f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,g,d,d,d
f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,g,d,d,d
